CARD.,DECK.,BALLOT.,FORM.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24A.,Q.24B.,Q.25.,Q.26A.,Q.26B.,Q.26C.,Q.26D.,Q.26E.,Q.26F.,Q.26G.,Q.26H.,Q.27.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38A.,Q.38B.,Q.38C.,Q.38D.,Q.38E.,Q.38F.,Q.39.,Q.40.,Q.41.,Q.42.,Q.43A.,Q.43B.,Q.44.,Q.45.,Q.46.,Q.47.,Q.48A.,Q.48B.,Q.48C.,Q.48D.,Q.48E.,V.49.,V.50.,CARD..1,DECK..1,BALLOT..1,FORM..1,V.51.,V.52.
1,219,433,2,2,4,1,7,2,6,3,2,3,3,3,3,4,1,1,2,2,4,1,1,2,1,1,5,4,3,1,1,1,1,1,2,1,2,3,8,2,4,2,4,3,2,1,0,1,2,2,1,2,2,5,3,2,4,1,2,3,1,5,1,2,2,1,1,2,2,1,2,219,433,2,1,129
1,219,434,2,2,7,2,5,2,6,5,3,3,4,4,4,7,0,3,2,3,3,2,2,2,1,1,4,3,3,1,1,1,2,1,0,1,2,1,8,2,3,3,3,2,3,2,2,1,2,1,1,1,2,4,2,3,3,2,2,2,1,2,2,1,2,2,1,2,2,1,2,219,434,2,0,910
1,219,435,2,1,4,3,6,1,6,2,12,1,2,3,3,6,1,1,2,3,4,2,3,4,1,1,5,5,3,1,3,1,2,1,1,1,1,3,7,6,4,2,1,3,3,2,3,1,1,2,2,1,2,5,2,4,3,3,2,3,1,2,2,3,2,2,1,2,2,3,2,219,435,2,2,725
1,219,436,2,2,4,3,8,1,6,3,14,1,2,1,3,4,3,2,1,1,1,1,3,4,1,1,4,3,3,1,1,1,2,1,1,1,1,5,7,1,4,2,2,3,1,1,2,2,1,2,1,1,1,2,3,4,3,2,2,1,1,3,1,1,1,2,1,2,2,3,2,219,436,2,1,415
1,219,437,2,2,5,3,7,2,6,3,12,1,2,3,4,5,1,1,3,2,4,2,1,3,1,1,5,3,3,1,1,1,3,1,2,1,2,2,7,1,4,3,4,2,2,2,3,1,1,1,2,1,1,5,2,2,4,1,4,1,1,5,1,1,2,2,1,2,2,3,2,219,437,2,1,926
1,219,438,2,3,6,3,7,2,6,4,13,1,1,3,3,4,2,1,3,4,5,2,2,3,1,1,4,2,3,1,2,1,1,1,3,1,3,5,7,2,2,2,4,3,2,1,2,1,1,1,2,1,1,5,3,4,2,3,2,1,1,6,2,3,2,2,1,2,2,3,2,219,438,2,1,605
1,219,439,2,2,6,1,6,2,6,3,12,1,1,3,3,6,2,1,3,4,5,1,1,4,1,1,4,2,3,1,1,1,2,1,1,1,3,1,7,1,1,2,4,2,2,1,2,2,1,1,1,1,1,3,2,2,4,3,1,2,1,3,1,1,1,2,1,2,2,3,2,219,439,2,2,726
1,219,440,2,3,4,2,8,2,1,2,14,2,3,2,3,5,1,1,3,4,5,2,3,4,1,1,4,4,3,3,1,1,1,1,3,3,2,2,7,0,2,3,4,3,3,0,1,1,2,2,1,2,2,5,3,3,4,1,2,2,1,5,2,1,2,2,2,2,2,3,2,219,440,2,0,607
1,219,441,2,2,5,3,6,1,6,3,15,1,3,1,2,4,2,2,2,2,3,1,3,3,1,1,4,3,3,1,1,1,2,1,1,1,3,2,7,1,3,1,5,2,2,3,4,2,2,2,1,1,1,4,1,4,3,2,2,4,1,6,3,1,1,1,2,2,2,3,2,219,441,2,2,808
1,219,442,2,2,6,2,8,1,6,3,15,1,1,3,3,4,3,1,3,4,5,2,2,2,2,1,3,3,3,2,2,1,3,1,0,1,2,2,7,2,3,2,3,3,2,5,1,1,2,2,2,2,1,3,2,4,6,1,4,3,1,5,3,1,2,2,2,2,2,3,2,219,442,2,3,708
1,219,443,2,1,4,3,7,2,1,2,12,1,4,4,4,0,3,2,1,2,3,1,3,4,1,1,5,4,3,0,3,0,1,1,3,1,3,3,7,6,4,3,4,3,3,2,2,1,1,2,1,2,2,4,4,5,2,3,2,1,1,3,1,1,1,2,1,2,2,3,2,219,443,2,2,708
1,219,444,2,1,4,2,6,1,6,2,12,1,4,1,4,5,2,2,3,3,4,1,3,4,1,1,5,4,3,1,1,1,2,1,1,1,2,4,7,3,4,3,5,3,2,3,1,1,2,2,2,2,2,5,3,2,5,1,3,3,1,3,1,1,2,2,2,1,2,3,2,219,444,2,2,728
1,219,445,2,3,6,1,8,2,1,3,6,2,1,3,4,6,1,1,3,4,7,1,1,1,2,1,5,5,3,1,2,1,3,1,2,1,1,3,7,1,2,3,5,3,1,1,1,1,2,1,1,1,1,1,3,3,3,1,2,3,3,7,3,3,3,3,3,3,2,5,2,219,445,2,0,525
1,219,446,2,2,5,1,7,1,6,3,9,3,5,1,2,3,2,1,3,2,3,1,3,4,1,1,5,4,3,3,1,1,1,1,1,1,2,2,7,5,4,4,4,3,2,1,1,1,2,2,0,2,2,4,3,5,3,1,4,1,1,5,2,1,2,2,3,2,2,1,2,219,446,2,1,114
1,219,447,2,2,5,3,7,1,6,2,4,1,2,3,3,4,2,1,3,3,5,1,1,2,2,1,4,5,3,1,1,1,1,2,1,1,2,3,7,6,4,3,4,2,3,2,5,1,2,2,1,1,1,4,1,4,3,3,3,2,2,2,2,2,2,2,1,2,2,3,2,219,447,2,0,405
1,219,448,2,3,6,1,7,1,6,3,6,2,2,3,2,4,2,1,3,2,3,2,1,1,1,1,4,4,3,2,1,1,2,1,2,2,2,3,7,3,4,2,4,3,2,1,1,1,2,2,1,2,1,2,3,3,4,1,2,1,1,5,1,2,2,2,2,2,2,5,2,219,448,2,0,539
1,219,449,2,3,4,1,8,2,2,5,6,2,1,3,4,3,2,1,2,1,3,1,1,1,2,1,5,5,3,1,1,1,2,1,1,1,1,2,7,2,2,4,3,3,1,1,5,2,1,2,2,1,2,5,3,3,3,3,2,3,1,4,3,3,3,3,1,3,2,5,2,219,449,2,0,515
1,219,450,2,2,4,2,6,2,6,5,6,1,3,3,3,4,1,3,3,4,4,2,2,2,2,1,5,3,3,0,3,3,3,3,3,3,3,2,7,0,3,0,0,3,5,5,1,1,2,0,0,1,1,3,0,2,6,2,0,4,1,5,2,0,3,0,0,0,2,3,2,219,450,2,3,110
1,219,451,2,4,5,2,8,2,6,6,11,2,5,1,1,2,1,1,3,3,4,2,3,4,2,1,4,2,2,1,2,1,2,1,1,1,2,2,10,2,2,3,4,3,1,1,1,1,2,2,1,1,1,5,3,2,4,2,2,1,1,2,1,2,2,2,1,2,2,5,2,219,451,2,1,502
1,219,452,2,2,7,1,6,1,6,2,3,0,6,1,1,1,2,1,2,4,5,1,3,4,2,1,4,2,2,1,1,1,1,1,2,0,3,1,10,2,3,2,4,3,1,1,1,1,2,2,1,2,2,5,3,3,3,2,3,1,2,1,4,0,0,0,0,0,2,1,2,219,452,2,0,907
1,219,453,2,3,5,1,7,2,6,2,3,3,5,2,1,3,2,1,2,3,5,2,3,4,1,1,4,2,2,3,1,1,1,1,3,1,2,2,10,1,2,4,4,3,1,1,1,1,2,2,1,2,1,4,3,2,5,2,2,1,1,5,2,1,2,2,1,2,2,1,2,219,453,2,1,120
1,219,454,2,3,4,2,8,2,6,6,3,3,5,1,1,2,1,2,1,3,4,1,3,4,1,1,3,2,2,1,1,1,1,1,3,1,3,2,10,2,2,4,3,3,2,1,2,1,2,2,1,2,2,4,3,3,3,3,2,2,1,5,1,3,3,1,3,3,2,1,2,219,454,2,1,133
1,219,455,2,4,7,2,7,2,1,3,3,3,3,4,4,7,1,1,3,3,3,2,1,3,1,1,4,1,2,1,1,1,2,1,2,1,3,1,10,2,1,2,1,3,2,2,3,1,1,1,2,1,1,5,3,4,2,2,2,2,1,5,1,2,2,2,2,1,2,1,2,219,455,2,0,210
1,219,456,2,2,5,1,8,2,1,4,3,3,3,2,2,4,3,1,1,3,4,1,3,4,3,1,4,2,2,1,1,1,2,1,3,1,3,2,10,2,4,5,4,3,1,2,2,1,2,2,1,1,2,5,2,2,4,2,2,2,1,5,2,3,3,2,1,2,2,1,2,219,456,2,0,309
1,219,457,2,2,6,3,5,1,6,3,12,1,4,2,2,3,2,1,3,3,4,1,3,4,3,1,4,4,2,1,1,2,1,1,2,2,2,3,11,4,4,3,4,2,4,2,1,1,2,1,2,1,2,5,2,2,5,2,2,2,1,2,1,1,2,2,1,1,2,3,2,219,457,2,1,103
1,219,458,2,2,6,3,6,2,2,4,15,1,3,1,2,3,1,1,2,3,7,2,2,3,1,1,4,2,2,1,1,1,1,1,2,1,2,2,11,1,2,2,4,2,2,3,1,1,1,2,1,1,2,4,3,2,4,2,2,2,1,5,1,1,2,2,1,2,2,3,2,219,458,2,3,204
1,219,459,2,2,6,3,7,2,6,3,15,1,5,1,2,3,1,1,3,4,5,2,3,4,1,1,4,2,2,1,1,3,3,1,3,1,3,2,11,1,2,3,4,3,2,1,1,1,2,2,1,2,2,4,3,2,5,2,1,1,1,2,1,3,2,2,1,2,2,3,2,219,459,2,3,203
1,219,460,2,2,6,3,5,1,6,3,15,1,5,1,2,3,2,1,3,3,3,2,3,4,2,1,4,4,2,3,1,1,1,1,1,1,2,3,11,1,5,1,5,1,4,2,4,1,1,2,1,1,2,5,3,1,4,2,3,3,1,2,2,1,2,2,1,2,2,3,2,219,460,2,3,202
1,219,461,2,2,6,3,6,2,1,4,13,1,4,1,2,2,2,1,3,3,7,1,3,4,1,1,4,2,2,3,1,1,2,1,2,1,3,2,11,1,2,4,3,3,2,0,2,2,1,2,2,1,1,2,3,4,3,2,3,1,1,5,2,1,2,2,2,2,2,3,2,219,461,2,2,307
1,219,462,2,2,6,3,7,1,6,3,13,1,4,1,2,3,2,1,3,5,5,2,3,5,1,1,4,4,2,1,1,1,1,1,1,1,3,2,11,4,2,3,3,3,1,1,1,1,2,2,1,2,2,5,3,2,5,2,1,1,1,5,1,1,2,2,1,2,2,3,2,219,462,2,2,420
1,219,463,2,1,6,3,6,1,6,3,12,1,6,1,1,1,1,1,2,3,5,2,3,5,1,1,3,1,2,1,1,1,3,1,1,1,3,1,11,2,1,3,3,3,2,1,1,1,2,2,1,1,2,5,3,2,5,2,2,1,1,3,1,1,2,2,2,3,2,3,2,219,463,2,0,726
1,219,464,2,2,6,3,6,2,3,5,13,1,1,2,1,3,1,1,3,3,3,1,1,4,1,1,4,2,2,3,1,1,3,1,1,1,3,2,11,2,2,3,3,2,1,1,1,1,2,2,1,2,2,5,2,3,3,2,4,1,1,5,1,3,3,2,1,2,2,3,2,219,464,2,1,602
1,219,465,2,2,6,3,7,1,6,3,14,2,5,1,1,3,1,1,2,3,7,2,3,4,1,1,4,2,2,1,1,1,2,1,1,1,3,2,11,2,1,3,4,3,2,2,0,1,2,1,1,2,2,2,3,2,5,2,2,1,1,6,1,2,2,2,1,2,2,3,2,219,465,2,1,407
1,219,466,2,2,6,2,6,2,6,4,8,1,5,1,2,3,2,1,3,3,3,1,3,4,1,1,4,2,2,1,1,1,1,1,2,1,1,2,11,1,2,3,3,3,2,1,2,1,1,2,2,2,2,4,3,2,4,2,2,2,1,4,2,3,2,2,1,2,2,5,2,219,466,2,1,609
1,219,467,2,3,6,2,6,1,6,3,6,2,5,1,2,4,2,1,3,3,5,2,2,4,1,1,3,2,2,2,1,1,2,1,2,1,2,2,11,2,2,3,3,3,2,1,1,1,2,2,0,2,1,4,2,1,5,4,2,2,1,4,1,2,3,2,1,2,2,3,2,219,467,2,1,206
1,219,468,2,2,6,2,8,2,6,3,9,1,5,1,2,3,1,1,3,2,4,1,3,4,1,1,4,2,2,1,1,1,2,1,2,1,2,2,11,1,2,4,4,3,2,1,1,1,2,2,1,2,2,4,3,2,4,2,2,2,1,1,2,2,2,2,1,2,2,5,2,219,468,2,2,608
1,219,469,2,2,5,2,8,1,6,3,9,1,5,1,2,3,2,1,2,3,4,2,3,4,2,1,4,2,2,1,1,1,3,1,2,1,3,2,11,4,2,4,3,3,2,1,1,1,2,2,1,2,2,5,3,1,5,2,4,2,1,1,2,1,2,2,3,2,2,5,2,219,469,2,2,609
1,219,470,2,2,5,2,7,2,2,4,9,1,4,1,1,3,2,1,3,6,7,1,3,4,1,1,4,4,2,3,1,1,3,1,2,1,2,2,11,1,4,2,4,2,1,2,2,1,2,2,2,1,2,5,3,2,4,2,4,2,1,5,2,1,2,3,3,2,2,5,2,219,470,2,2,607
1,219,471,2,1,5,3,6,2,1,3,0,1,4,1,2,3,1,1,3,3,4,1,3,3,1,1,5,2,2,1,2,1,3,1,2,1,3,2,11,1,4,3,3,2,2,2,1,1,1,1,2,2,1,5,2,1,4,2,4,2,1,5,2,3,1,1,1,2,2,3,2,219,471,2,2,418
1,219,472,2,3,5,3,7,2,6,3,1,3,4,3,2,4,2,1,2,3,5,1,2,3,1,1,4,2,2,1,1,1,1,1,1,1,1,1,11,2,1,3,3,3,1,1,2,1,2,2,1,1,2,5,3,2,5,2,4,2,1,7,1,3,3,3,3,3,2,1,2,219,472,2,0,119
1,219,473,2,2,5,2,6,1,6,3,1,3,3,2,2,4,2,1,3,2,3,1,3,4,1,1,5,2,2,3,1,1,1,1,2,1,1,2,11,2,2,2,3,2,2,1,1,1,2,2,1,2,2,4,2,3,3,2,2,2,1,5,2,1,2,2,1,3,2,1,2,219,473,2,0,304
1,219,474,2,2,6,3,4,2,1,3,13,1,4,1,1,1,1,1,3,3,7,2,3,4,2,1,5,3,3,1,2,1,1,1,2,1,2,2,13,1,4,2,3,2,3,1,2,1,2,2,1,1,2,4,2,2,4,2,3,2,1,5,1,1,2,2,3,2,2,3,2,219,474,2,2,302
1,219,475,2,2,4,3,6,1,6,2,13,1,3,1,2,3,1,1,2,3,5,1,3,4,1,1,4,2,3,3,1,0,2,1,2,3,2,1,12,1,4,4,3,3,1,1,1,1,2,2,1,2,2,4,2,1,5,3,2,2,1,5,3,1,3,2,3,2,2,3,2,219,475,2,2,303
1,219,476,2,2,6,3,5,2,1,2,15,1,5,1,2,3,1,1,0,2,3,2,3,4,2,1,5,4,3,3,1,1,3,1,3,1,3,5,12,1,4,2,0,2,2,1,2,1,2,2,1,1,1,4,2,2,4,2,4,2,1,2,3,1,2,2,3,2,2,3,2,219,476,2,3,208
1,219,477,2,3,6,3,7,1,6,3,14,1,5,1,2,3,2,1,3,4,5,1,3,3,1,1,4,4,3,1,1,1,2,3,1,1,2,2,12,1,4,3,3,2,2,2,1,1,2,2,1,2,2,4,2,1,5,4,1,2,1,0,1,1,2,2,1,2,2,3,2,219,477,2,1,404
1,219,478,2,5,6,3,8,2,1,3,14,2,5,1,1,1,2,1,3,3,4,1,3,4,1,1,5,1,3,2,1,1,1,1,2,1,2,2,12,1,1,2,4,3,2,2,1,2,2,1,1,2,2,4,3,2,5,2,3,2,1,5,2,1,2,2,1,2,2,3,2,219,478,2,1,401
1,219,479,2,3,6,2,6,2,6,3,9,1,5,4,3,7,3,1,3,4,5,2,3,4,1,1,5,3,3,1,3,1,2,3,1,1,3,5,12,1,1,3,3,3,3,1,1,1,2,2,1,1,1,5,4,1,5,2,2,2,1,2,1,2,2,3,2,2,2,3,2,219,479,2,2,202
1,219,480,2,3,6,2,8,2,1,4,9,1,5,2,2,4,2,2,3,3,4,2,3,4,2,1,5,4,3,1,1,1,2,1,3,1,2,2,12,1,2,3,4,3,2,2,2,1,2,1,1,1,1,3,3,3,4,1,2,1,1,5,2,1,3,2,1,2,2,5,2,219,480,2,2,610
1,219,481,2,4,5,2,8,2,6,3,6,1,5,1,4,6,1,2,3,5,7,1,3,4,2,1,5,4,3,1,1,1,2,1,3,1,1,1,12,1,0,3,3,3,2,2,1,2,2,1,1,1,2,5,3,2,5,2,4,2,1,3,3,3,3,2,1,2,2,3,2,219,481,2,3,116
1,219,482,2,4,7,2,8,2,1,6,4,1,5,4,4,0,0,1,3,3,5,2,2,2,1,1,4,3,3,1,2,1,1,1,2,1,2,3,13,2,3,3,4,3,2,1,1,1,2,2,1,1,1,5,3,2,4,4,2,2,1,2,1,2,1,2,2,2,2,5,2,219,482,2,1,215
1,219,483,2,2,5,3,8,2,1,4,3,3,4,1,3,5,3,1,3,3,6,2,2,4,2,2,5,5,3,3,3,1,1,3,2,1,2,5,9,1,4,1,5,2,2,2,1,2,2,1,2,2,2,5,2,3,3,2,4,2,1,1,4,1,2,2,3,2,2,1,2,219,483,2,0,206
1,219,484,2,2,4,3,6,2,6,3,12,1,4,3,3,4,1,3,2,3,3,2,3,4,2,2,4,5,2,1,1,1,1,1,1,1,2,3,9,6,5,2,4,3,4,2,4,1,1,1,2,1,1,5,1,4,2,1,3,1,1,2,1,2,2,2,1,2,2,3,2,219,484,2,2,736
1,219,485,2,3,4,3,8,1,6,3,6,1,5,3,3,5,1,1,3,3,4,2,3,4,2,2,4,4,3,3,1,1,1,1,2,1,3,5,9,5,4,3,4,3,2,1,1,1,2,2,1,1,2,5,3,4,5,4,4,2,3,7,3,3,3,3,3,3,2,5,2,219,485,2,1,719
1,219,486,2,3,4,3,8,2,1,4,6,1,4,1,1,3,2,1,2,4,5,2,3,3,2,2,5,5,3,1,2,1,1,1,2,1,1,4,9,1,5,3,5,3,1,1,1,1,2,2,1,2,2,5,3,1,5,4,2,1,1,3,1,1,1,2,1,2,2,3,2,219,486,2,3,114
1,219,487,2,2,5,2,8,1,6,3,4,1,4,1,3,6,1,1,3,5,7,2,2,1,1,2,5,4,3,1,1,1,3,1,1,1,2,5,9,1,5,3,3,3,2,5,2,1,2,1,1,2,1,4,2,3,6,2,4,3,1,6,2,2,1,2,1,1,2,5,2,219,487,2,0,108
1,219,488,2,4,5,3,8,2,2,4,6,0,2,4,4,7,0,1,3,4,4,2,2,3,1,2,5,3,3,3,1,1,1,1,1,1,3,5,9,1,3,2,4,3,1,1,1,1,2,2,1,1,1,4,3,2,4,2,2,1,1,3,1,2,2,2,2,2,2,3,2,219,488,2,1,203
1,219,489,2,2,5,3,6,1,6,4,7,1,4,2,2,4,1,1,2,5,5,1,3,3,1,2,4,4,3,1,1,1,2,1,2,1,3,2,9,5,4,0,0,3,2,1,1,1,2,2,1,1,1,5,3,4,0,2,4,1,1,2,1,2,2,2,2,2,2,3,2,219,489,2,0,505
1,219,490,2,5,7,2,4,2,1,4,4,1,2,4,4,7,2,1,2,2,3,2,3,2,1,2,5,3,3,1,1,1,3,1,3,1,3,5,9,1,3,3,4,2,2,1,2,1,2,2,1,1,1,5,1,2,5,3,2,3,1,4,1,3,2,2,1,2,2,5,2,219,490,2,0,412
1,219,491,2,2,6,2,7,1,6,3,7,1,4,1,3,3,2,1,2,2,5,2,2,3,2,2,5,4,3,3,1,1,3,0,1,0,2,2,9,2,3,3,3,3,1,1,2,1,2,2,2,2,2,5,2,2,4,2,4,2,1,3,1,3,2,2,2,2,2,3,2,219,491,2,0,502
1,219,492,2,2,5,2,5,1,6,5,3,3,4,3,2,3,2,2,2,2,3,1,2,4,2,2,5,5,4,2,1,1,3,3,2,3,2,5,9,2,3,3,3,2,3,1,1,1,2,2,1,1,2,1,3,1,5,2,4,2,1,4,1,2,2,2,1,2,2,1,2,219,492,2,1,121
1,219,493,2,2,5,1,5,2,6,3,2,3,4,1,2,2,2,1,2,3,5,1,3,4,1,2,5,4,4,0,0,0,0,0,0,0,0,5,9,5,0,3,3,3,2,2,2,1,2,0,1,1,1,4,3,4,3,1,4,3,1,5,2,3,0,0,1,0,2,1,2,219,493,2,1,131
1,219,494,2,2,6,3,6,2,6,2,1,3,2,3,3,5,1,1,2,3,4,2,3,4,1,2,5,3,4,3,1,1,1,1,2,1,2,5,9,5,3,3,3,1,4,2,3,1,1,1,2,1,1,5,3,2,4,1,2,3,1,2,1,1,1,1,1,1,2,1,2,219,494,2,0,916
1,219,495,2,3,6,3,8,2,6,4,15,2,2,2,1,2,1,1,2,3,4,2,2,3,1,2,4,2,3,3,3,1,2,1,2,1,2,5,9,1,2,3,3,3,2,1,1,1,2,2,1,2,2,2,3,3,5,2,4,1,1,5,1,2,2,2,3,2,2,3,2,219,495,2,3,709
1,219,496,2,1,6,3,7,1,6,3,15,2,4,1,1,4,1,1,3,5,9,1,3,4,2,2,5,5,4,3,3,0,0,3,0,3,0,5,9,3,0,3,3,3,2,1,4,1,2,1,2,2,2,4,3,3,5,1,4,4,1,5,2,2,1,2,1,1,2,5,2,219,496,2,0,101
1,219,497,2,2,7,1,6,2,2,4,6,2,2,4,3,7,1,1,1,2,3,1,2,4,2,2,4,3,2,1,2,1,2,1,2,1,2,2,9,1,3,2,3,3,1,1,1,2,2,1,1,2,2,4,2,2,5,1,3,1,1,5,1,1,1,2,3,2,2,5,2,219,497,2,1,824
1,219,498,2,3,5,2,8,1,6,4,4,2,5,2,3,6,3,1,3,4,4,2,3,2,2,2,5,5,4,3,1,1,1,2,1,1,2,5,9,5,4,1,5,2,2,2,1,1,2,1,1,1,1,2,2,1,4,1,4,2,1,3,2,1,2,2,1,2,2,5,2,219,498,2,1,205
1,219,499,2,2,5,2,8,2,2,4,12,2,2,1,2,2,1,1,3,4,6,2,3,5,1,2,5,4,3,1,3,1,3,1,3,1,3,5,9,2,2,3,4,2,2,1,1,1,2,2,1,2,2,5,2,2,5,2,2,1,1,2,1,2,2,2,2,2,2,3,2,219,499,2,1,6
1,219,500,2,0,5,3,7,1,6,3,13,1,5,2,2,3,2,1,2,3,5,1,2,3,2,2,5,5,4,3,1,1,2,1,2,2,2,5,9,5,3,2,4,3,3,4,3,1,2,1,1,2,1,4,3,4,3,2,3,3,1,5,2,1,2,2,1,2,2,3,2,219,500,2,2,413
1,219,501,2,2,6,2,8,2,6,3,6,2,5,1,1,3,1,1,3,3,3,2,3,4,2,2,5,4,2,3,1,1,2,1,2,1,2,1,9,2,2,2,4,2,1,1,1,2,2,2,1,1,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,219,501,2,1,722
1,219,502,2,3,6,2,7,2,1,4,9,1,5,1,3,4,2,1,2,3,5,1,3,5,2,2,5,5,3,1,2,1,1,2,2,1,2,5,9,2,5,2,0,3,2,1,1,1,2,2,1,1,2,5,3,4,5,1,4,2,1,5,1,3,3,2,3,2,2,3,2,219,502,2,2,204
1,219,503,2,2,5,2,8,1,6,5,4,2,4,1,2,3,1,2,2,3,4,1,3,1,3,2,1,5,4,1,2,1,1,1,3,1,3,4,9,6,5,3,4,1,3,4,2,1,2,1,2,1,1,4,1,2,4,2,2,3,1,5,2,3,2,2,2,1,2,5,2,219,503,2,0,116
1,219,504,2,2,5,3,6,2,1,3,15,1,2,1,2,3,1,1,3,3,4,2,3,3,1,2,5,5,3,3,1,1,3,1,3,1,3,5,9,2,2,3,4,3,2,1,1,1,2,2,2,1,2,4,2,2,4,1,4,4,1,5,3,3,3,2,3,2,2,3,2,219,504,2,3,905
1,219,505,2,2,7,3,6,2,6,4,12,2,2,3,3,6,2,1,3,4,5,2,2,3,1,2,4,2,2,1,1,1,1,1,2,1,1,3,9,5,2,3,3,3,3,3,1,1,2,2,2,1,1,5,3,3,4,1,2,2,1,2,1,2,2,2,2,2,2,3,2,219,505,2,0,110
1,219,506,2,2,5,3,8,1,6,3,13,1,5,2,3,4,0,1,3,3,5,2,2,3,1,2,4,4,3,1,1,1,3,1,3,1,3,5,9,5,5,2,5,3,4,2,2,1,2,2,2,1,2,5,3,3,3,2,2,2,1,5,3,3,3,3,3,2,2,3,2,219,506,2,3,605
1,219,507,2,3,7,2,7,2,1,5,8,1,3,1,3,7,3,1,3,4,5,2,3,1,3,2,5,5,4,1,2,1,2,2,2,2,2,4,9,5,5,2,4,3,2,5,2,2,2,1,2,1,1,2,3,4,1,3,3,2,2,1,4,0,0,0,0,0,2,5,2,219,507,2,1,2
1,219,508,2,3,5,2,6,2,1,4,5,1,3,1,3,3,1,2,1,1,1,1,3,3,1,2,4,2,2,1,1,1,2,1,2,1,1,1,9,2,2,2,3,3,2,1,1,1,2,2,2,2,2,5,3,3,4,2,4,2,1,2,1,2,2,2,2,2,2,3,2,219,508,2,1,503
1,219,509,2,2,7,2,6,2,2,2,15,2,3,1,2,3,2,1,2,2,3,1,3,4,1,2,3,2,3,1,1,1,2,1,3,1,2,5,12,1,4,2,3,1,1,2,2,2,2,1,1,1,2,2,2,3,3,2,2,1,1,5,1,1,2,2,2,2,2,3,2,219,509,2,2,805
1,219,510,2,3,5,3,8,2,1,3,15,2,5,1,2,3,1,2,3,4,5,1,3,4,1,2,5,5,3,1,1,1,0,1,0,1,0,5,12,1,4,2,5,2,2,1,1,1,2,2,1,1,2,5,2,1,5,3,2,1,1,2,1,3,2,2,3,2,2,3,2,219,510,2,3,209
1,219,511,2,2,6,3,6,1,6,3,15,1,5,1,3,4,2,1,3,4,5,2,3,4,2,2,5,5,4,3,1,3,3,1,2,1,3,5,12,2,4,2,5,2,2,1,1,1,2,2,1,1,1,4,2,1,3,1,2,1,1,2,1,3,2,2,3,2,2,3,2,219,511,2,3,211
1,219,512,2,1,7,3,4,2,1,4,15,1,5,4,2,1,2,1,3,2,3,2,2,3,1,2,4,2,3,3,3,1,2,1,3,1,3,5,13,2,2,4,2,3,1,1,1,1,2,2,1,2,2,5,2,1,5,2,4,1,1,5,2,1,2,2,1,2,2,3,2,219,512,2,2,423
1,219,513,2,2,5,3,6,2,1,3,13,1,4,1,1,3,2,3,3,3,4,1,3,4,1,2,4,0,2,1,1,1,2,1,2,1,2,2,12,1,2,3,3,3,1,1,1,1,2,2,1,2,2,5,3,1,5,2,2,1,1,3,1,2,3,2,1,2,2,3,2,219,513,2,2,313
1,219,514,2,3,6,3,8,2,1,3,12,1,4,4,4,0,1,1,2,3,4,2,1,1,1,2,5,3,4,3,1,1,1,1,1,1,3,5,13,3,3,4,3,3,1,2,1,1,2,1,1,1,1,4,3,4,3,1,3,2,1,5,2,1,2,2,3,2,2,3,2,219,514,2,1,929
1,219,515,2,2,6,3,7,1,6,2,12,1,5,2,2,3,2,1,2,2,4,2,3,4,1,2,5,4,3,3,1,1,3,1,1,1,3,3,12,1,4,4,4,3,2,1,2,1,1,1,1,1,1,5,2,2,3,2,2,2,1,5,2,3,1,0,1,1,2,5,2,219,515,2,0,117
1,219,516,2,4,7,2,8,2,1,3,14,1,5,1,3,6,3,1,3,7,8,2,3,2,1,2,5,5,4,1,1,1,2,1,1,0,2,5,13,1,4,4,2,1,2,1,1,1,2,2,1,1,2,5,3,1,5,1,4,1,1,5,3,1,2,2,3,2,2,3,2,219,516,2,1,410
1,219,517,2,3,6,2,6,1,6,3,14,2,5,1,2,2,2,1,2,2,4,2,3,3,1,2,4,2,3,2,3,1,2,3,2,1,2,3,12,1,4,2,4,3,1,1,1,1,2,2,1,2,2,4,3,1,5,2,2,2,1,5,2,3,3,2,1,2,2,3,2,219,517,2,1,411
1,219,518,2,2,5,3,7,1,6,3,13,1,4,1,2,3,2,1,3,3,4,2,3,4,1,1,5,4,4,3,1,1,3,1,3,1,2,5,14,2,4,4,3,3,1,1,1,1,2,2,2,1,2,4,3,2,5,3,4,2,1,3,1,3,2,3,1,2,2,3,2,219,518,2,2,315
1,219,519,2,3,4,1,8,2,1,4,6,2,2,1,4,6,3,3,3,3,7,1,3,1,3,1,5,5,4,1,1,1,3,3,3,3,2,5,14,5,5,2,5,2,2,5,2,1,1,1,2,1,1,5,2,3,3,3,4,3,3,7,3,3,3,3,3,3,2,5,2,219,519,2,1,716
